"s2","s3","s4","s5","s6","s7","names"
0.512022311907276,0.562595532630502,0.579584358966391,0.604171739295686,0.618134499608369,0.634868254777292,"Ensemble"
0.518600963910647,0.573370073331969,0.58487479529665,0.607795905354397,0.633472776872555,0.641755553310524,"RF GED global"
0.523948354012409,0.598997439004774,0.624380597293629,0.638559943233957,0.656986909435081,0.682878033053649,"XGB GED global"
0.62045904810362,0.641866930787096,0.647502713335494,0.685949804115803,0.695953356483267,0.704751915636723,"RF united global"
0.650386409474302,0.659420306594541,0.699393319654655,0.725062306585803,0.729350124556625,0.73134548494008,"XGB united global"
0.519190352087348,0.574328491644042,0.58066811815627,0.606147130909829,0.621869607340092,0.642188723712129,"RF GED africa"
0.526903504295607,0.596166433155548,0.620804220689101,0.643005610129434,0.642655509210901,0.683298097660798,"XGB GED africa"
