"t3.s2","t3.s3","t3.s4","t3.s5","t3.s6","t3.s7","names"
0.678597762226716,0.7425682244652,0.776485096844692,0.823031090767931,0.8284373356975,0.861173225674771,"Ensemble"
0.720112258439155,0.795543008383517,0.839756466574589,0.866415562650028,0.880576194790619,0.882114083497025,"RF GED global"
0.700657102695013,0.786358815786202,0.844864667512942,0.900433429565514,0.912945006911977,0.906179253200599,"XGB GED global"
0.749915223950572,0.753751403462249,0.77003763144145,0.794791203420454,0.824363698787565,0.874453015304425,"RF united global"
0.714867963655892,0.760929456752829,0.778488284744547,0.809653020257944,0.822863170713617,0.903755597720396,"XGB united global"
0.729184289135204,0.801846014403828,0.845290408484817,0.92266839969562,0.909548223591136,0.924032340814456,"RF GED africa"
0.724320638952147,0.833053691038134,0.86245936646851,0.939511545306679,0.928835567327288,0.955391557303961,"XGB GED africa"
